Minute,Team,xG,PSxG,Outcome,Event Type,match_url
23,Arsenal,0.05,0,Off Target,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
24,Arsenal,0.07,0.04,Saved,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
27,Leeds United,0,0,Red Card,Red Card,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
29,Arsenal,0.14,0,Off Target,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
38,Arsenal,0.06,0.06,Saved,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
39,Arsenal,0.04,0.05,Saved,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
40,Arsenal,0.03,0.1,Saved,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
51,Arsenal,0.07,0.05,Saved,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
55,Arsenal,0.05,0.07,Saved,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
58,Arsenal,0.04,0,Blocked,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
60,Arsenal,0.26,0,Off Target,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
62,Arsenal,0.07,0,Off Target,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
66,Leeds United,0.17,0.34,Goal,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
75,Arsenal,0.07,0,Off Target,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
77,Arsenal,0.03,0,Off Target,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
85,Arsenal,0.09,0.2,Saved,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
90,Leeds United,0.12,0.08,Saved,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
90,Leeds United,0.02,0,Blocked,Shot,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
4,Chelsea,0.08,0.35,Goal,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
10,Chelsea,0.1,0,Blocked,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
11,Chelsea,0.07,0,Blocked,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
13,Chelsea,0.11,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
19,Leeds United,0.01,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
19,Leeds United,0.03,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
24,Leeds United,0,0,Red Card,Red Card,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
28,Chelsea,0.05,0,Blocked,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
34,Chelsea,0.08,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
45,Chelsea,0.02,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
49,Chelsea,0.09,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
52,Chelsea,0.07,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
55,Chelsea,0.09,0.44,Goal,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
59,Chelsea,0.05,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
65,Chelsea,0.04,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
67,Chelsea,0.04,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
70,Leeds United,0.06,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
80,Chelsea,0.18,0,Blocked,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
83,Chelsea,0.19,0.21,Goal,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
84,Leeds United,0.3,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
86,Chelsea,0.04,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
89,Leeds United,0.01,0,Blocked,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
90,Chelsea,0.03,0,Off Target,Shot,https://fbref.com/en/matches/6f225dc6/Leeds-United-Chelsea-May-11-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
4,Arsenal,0.02,0.07,Saved,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
9,Arsenal,0.02,0,Blocked,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
22,Tottenham,0.79,0.99,Goal,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
27,Tottenham,0.07,0,Blocked,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
27,Tottenham,0.04,0,Off Target,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
29,Arsenal,0.02,0,Off Target,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
33,Arsenal,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
36,Tottenham,0.03,0,Off Target,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
37,Tottenham,0.67,0.78,Goal,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
37,Tottenham,0.08,0,Off Target,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
42,Tottenham,0.05,0,Blocked,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
42,Tottenham,0.22,0,Off Target,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
43,Arsenal,0.04,0.1,Saved,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
45,Arsenal,0.08,0.03,Saved,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
47,Tottenham,0.09,0.3,Goal,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
51,Arsenal,0.11,0,Blocked,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
57,Arsenal,0.02,0.03,Saved,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
59,Tottenham,0.09,0.37,Saved,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
62,Tottenham,0.02,0.03,Saved,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
63,Tottenham,0.46,0,Off Target,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
70,Tottenham,0.08,0,Blocked,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
71,Arsenal,0.02,0,Off Target,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
74,Tottenham,0.05,0.07,Saved,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
80,Arsenal,0.16,0.03,Saved,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
81,Tottenham,0.07,0,Blocked,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
84,Tottenham,0.04,0,Blocked,Shot,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
2,Everton,0.02,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
4,Everton,0.37,0.55,Saved,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
4,Everton,0.24,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
6,Brentford,0.16,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
6,Everton,0.07,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
10,Everton,0.12,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
10,Everton,0.56,0.98,Goal,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
18,Everton,0,0,Red Card,Red Card,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
20,Brentford,0.06,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
30,Brentford,0.19,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
36,Everton,0.01,0.29,Saved,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
37,Brentford,0.01,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
41,Everton,0.01,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
41,Brentford,0.06,0.21,Saved,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
43,Brentford,0.3,0.11,Saved,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
44,Brentford,0.08,0,Blocked,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
44,Brentford,0.05,0.24,Saved,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
45,Everton,0.79,0.95,Goal,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
50,Brentford,0.01,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
54,Brentford,0.12,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
55,Brentford,0.03,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
62,Brentford,0.04,0.54,Goal,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
64,Brentford,0.06,0.63,Goal,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
70,Brentford,0.07,0.05,Saved,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
75,Brentford,0.05,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
78,Everton,0.04,0.49,Saved,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
83,Brentford,0.05,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
85,Brentford,0.01,0,Off Target,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
88,Everton,0,0,Red Card,Red Card,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
90,Brentford,0.09,0,Blocked,Shot,https://fbref.com/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
2,Aston Villa,0.07,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
11,Aston Villa,0.04,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
14,Aston Villa,0.05,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
17,Aston Villa,0.02,0.63,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
21,Burnley,0.06,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
25,Aston Villa,0.03,0,Off Target,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
29,Aston Villa,0.1,0,Off Target,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
31,Aston Villa,0.04,0.09,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
33,Aston Villa,0.08,0,Off Target,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
34,Burnley,0.02,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
36,Aston Villa,0.02,0,Off Target,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
37,Burnley,0.02,0,Off Target,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
45,Burnley,0.79,0.99,Goal,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
48,Aston Villa,0.02,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
48,Aston Villa,0.08,0.09,Goal,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
62,Aston Villa,0.02,0,Off Target,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
63,Burnley,0.09,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
64,Burnley,0.04,0.31,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
69,Burnley,0.02,0,Off Target,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
72,Aston Villa,0.04,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
74,Aston Villa,0.04,0.04,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
75,Aston Villa,0.02,0,Off Target,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
77,Aston Villa,0.01,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
78,Aston Villa,0.08,0,Off Target,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
80,Aston Villa,0.07,0.26,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
85,Burnley,0.24,0.25,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
85,Burnley,0.36,0,Blocked,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
86,Burnley,0.05,0.08,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
87,Aston Villa,0.03,0.05,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
88,Aston Villa,0.02,0.05,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
89,Aston Villa,0.36,0.18,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
90,Aston Villa,0.22,0.2,Saved,Shot,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
90,Burnley,0,0,Red Card,Red Card,https://fbref.com/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
1,Brentford,0.11,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
4,Leeds United,0.02,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
12,Brentford,0.04,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
17,Leeds United,0.04,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
28,Leeds United,0.03,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
29,Leeds United,0.01,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
31,Brentford,0.04,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
34,Brentford,0.07,0.08,Saved,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
35,Brentford,0.18,0.15,Saved,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
36,Brentford,0.01,0,Blocked,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
40,Brentford,0.03,0.04,Saved,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
43,Brentford,0.13,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
45,Brentford,0.03,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
47,Brentford,0.09,0.02,Saved,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
53,Leeds United,0.15,0.38,Saved,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
56,Leeds United,0.79,0.99,Goal,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
61,Leeds United,0.01,0.04,Saved,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
67,Brentford,0.01,0,Blocked,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
68,Brentford,0.02,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
78,Brentford,0.05,0.66,Goal,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
80,Brentford,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
81,Leeds United,0.02,0,Blocked,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
84,Brentford,0.02,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
86,Leeds United,0.02,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
87,Leeds United,0.04,0.09,Saved,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
88,Leeds United,0.05,0,Off Target,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
90,Leeds United,0.03,0.04,Saved,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
90,Leeds United,0.07,0,Blocked,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
90,Leeds United,0.02,0.29,Goal,Shot,https://fbref.com/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
5,Newcastle Utd,0.04,0,Blocked,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
5,Newcastle Utd,0.03,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
9,Newcastle Utd,0,0,Red Card,Red Card,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
11,Norwich City,0.06,0.22,Saved,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
20,Newcastle Utd,0.02,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
29,Norwich City,0.2,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
29,Norwich City,0.08,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
29,Norwich City,0.01,0,Blocked,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
32,Norwich City,0.05,0,Blocked,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
32,Norwich City,0.08,0.1,Saved,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
35,Newcastle Utd,0.12,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
37,Norwich City,0.04,0,Blocked,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
43,Norwich City,0.03,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
46,Norwich City,0.1,0.1,Saved,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
47,Newcastle Utd,0.02,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
57,Newcastle Utd,0.04,0,Blocked,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
61,Newcastle Utd,0.79,0.97,Goal,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
69,Newcastle Utd,0.08,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
72,Norwich City,0.04,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
74,Newcastle Utd,0.03,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
79,Norwich City,0.1,0.43,Goal,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
81,Norwich City,0.02,0,Off Target,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
92,Norwich City,0.03,0,Blocked,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
93,Norwich City,0.31,0.35,Saved,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
96,Norwich City,0.03,0,Blocked,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
96,Norwich City,0.03,0.13,Saved,Shot,https://fbref.com/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League
